uid,whisper_transcripts,gt_transcripts
40d5a7f1-f942-419b-9e39-b711ea1b0157," It's another, an actual table."," we can set that up an actual table 
"
21246586-945f-402c-be16-531c06628f73," No, you don't have to cut it, that's what I do like this."," no you don't have to cut it that's why i do it like that 
"
0a55fd24-c96b-41e8-8a9c-4792713d381c, We probably could play Uno for a round or two and go back to it.," we probably could play uno for a round or two and go back to it 
"
7d4ee3d0-d7e3-4090-86e9-d0c06ef6592c," I need that queen anyway, so it's my only queen."," i need my queen anyways that was my only queen 
"
6d62fc30-17f9-4bb1-8a14-9df03d8286ea, Shit.," shit 
"
9e544370-721b-4aca-8330-566117af460d, What time is it? I'm tired.," what time is it i'm i'm tired of being 
"
1ade9add-6c30-4861-959d-17a8426884f1," One time, and fuck y'all!"," one time man fuck y'all 
"
04efc332-1027-4c0a-97bd-7ae8461ecb5a," No, you got it, Chief!"," no you got it chief 
"
e7642f94-3315-4c53-8a72-c7649ce9b1d2," Nah, I'll be scared of swag."," no i'll be scared as fuck 
"
7cbff2f6-f40a-4953-9abd-844f7aaaedd7," AHHHHHHH No, you're gonna put it down, so you're gonna put it down, so you can't put it down. I know, that was it."," aha i know that's what i said 
"
72903fbf-446a-4de2-8d05-513e471ee014, Wonderful," one queen 
"
4eba7a37-9a93-486d-a4e0-45bc75a26bbf, was a single deck man just a d," single 
"
c335311b-cd1f-47a3-aa7b-51d9b9bad17d, Don't say if you can.," safe 
"
bcf843cd-2184-43f6-b2b3-fc49482c8cb7, Three eights.," three eight 
"
9d5172e3-c7b2-41ff-b1d3-7dc99a87d440, Same thing.," same thing 
"
b01439ce-0722-40a7-aa42-c5c35129ccaa, We need to sit at an actual table.," we need to sit at an actual table 
"
444e5cc2-a4c1-43e1-9a83-34cafd592aaa," Like I said, like I said, you want $ Like I said, you want $"," like i said do you want three fifty or you want five hundred 
"
be0396fa-9821-43d1-947c-96de4980b7cf, What?," one what 
"
a2b290ec-83ee-4d71-878a-18274676e890," Call that motion, please."," call that bullshit please 
"
86acd0bd-02b6-411c-a780-83a66ba88bcf, Oh," oh 
"
6978c4ba-f90d-464a-a141-513669f41812, Two-fours.," two fours 
"
a4ec7cfd-4a8b-427f-b233-2a98edf35990," Mmm, two toes."," ah two two two twos 
"
5931b5f3-f65f-4e7e-9b3b-20328612d838, I've seen I've seen one of those before yeah," i have seen have seen one of those before yeah 
"
38d0635e-72b7-4516-8ae2-d2db45209bfd, Bye.," i hate myself 
"
102f7db2-1dde-489d-b4c4-b48feb8a204e, I want more.," one more 
"
6e11b283-9cf1-4755-9ddd-11aed680240e,," bullshit 
"
77946012-5fce-43b1-836a-1aa07e3b2107, I'm just gonna get a comedy card I would have.," i'm just looking my cards 
"
c75d5b46-2d33-4842-bcc9-b9f9fa15c88c, I am sus.," i am sus 
"
96d1026e-74bc-492d-af14-1c8342027223, Mm-hmm. Mm-hmm. What's up?," mm hm mm hm one seven 
"
6640ad01-16ac-4fac-81b3-cea6bc2e55cb," Shut up! Shut up! What's up, baby? What's up, baby? Shut up! What is that?"," no i like l like to stop being defensive what is that 
"
0ba0d8e2-c765-4af5-b63d-e04aeb704bb0, You shouldn't have said it for.," you shouldn't have said four 
"
8bacc459-2fd7-457e-8934-565422443f40," And as I suppose I say five, I keep five cards and I say five King. And there are four Kings and one some other card in that. And she goes."," and uh as five i keep five cards and i play five uh kings and there are four kings and one some other card in that and she calls 
"
90ebd976-51fc-4d44-b741-f62da7464328, I'm slapping them over here to me.," i don't well why you slapping them over here to me 
"
3f16148d-144a-4dab-95da-bf11f798f1c4," Mmm, no, because you said call that bullshit. You really got to stop selling yourself out like that."," no cuz you said call that bullshit you really gotta stop selling yourself out like that 
"
d9683d57-1eb0-4f12-846e-e23605cfb9d8," Six one, Jeff."," six one jack 
"
b0c32702-46c7-4879-a3a4-c88b9b21ce94, I call bullshit on that one.," i call bullshit on that one 
"
62830bca-6eeb-4b78-b9ed-8f2bb24888e3, I just play it like it is.," i just play it like it is 
"
e0a5c667-9aa8-46de-a374-4a039eb197a1, three-five.," three five 
"
6ba1d842-5f94-40aa-acb5-b05e5be809dd," Sorry, I didn't want to talk about it. Now this becomes very interesting because there are two decks here. And so eight cards of each type."," now this becomes very interesting because there are two decks here and so eight cards of each type 
"
ceda8905-069e-462e-8f85-d2c6097c75d1,," oops 
"
3b1e04c1-0595-455f-babb-7529407a1478, Two sevens cool. I know you. Oh I didn't realize I had that in my hands," two sevens oh oh oh i didn't realize i had that in my hands kay kay kay 
"
8858b12c-125c-48bb-a4d0-750d6c9dad18, I don't like that. Because I knew. Damn! You have our chance!," do her like that damn give her a chance 
"
74b56bd7-1cd9-4e98-80b9-833dbe97b8a3, and you'll go on for anything.," fine joker counts for anything 
"
8958a8a5-254e-4a91-918b-91fada8f5b76, wa gardenite.," hmm 
"
f892a582-037c-4236-9f0d-6f9a22493774," It makes more sense once you start playing, I promise."," it it makes more sense once you start playing it i promise you 
"
994e3060-c730-46ae-9633-e57b9d04ff03," It's a good idea for people, for asking people to look at the screen. But unfortunately, the board was up there."," it's a good idea for people to play this game but unfortunately 
"
f37660df-2d38-454d-a9ca-0e15f89ea8b7," First of all, if you had four... If you're not, you're not..."," first of all if you had four fours 
"
e9b78cc5-6570-4784-9af0-c81ecd0bc1e6, Three Kings? Mm-hmm.," three kings 
"
14aaab66-51b1-45e0-9e13-187ec3d0ca8c, Ocean.," bullshit 
"
c75e0c32-277e-4372-9805-fe136fef6731, So you should," i should just called bullshit 
"
c9fc1d89-25a7-48e5-bde6-f7a17ca751f5, That's a fuck back.," i was about to fall back 
"
287d3971-4a2a-4e07-bd81-61be038787cc, You better have Car because they play," pass 
"
ac0a4321-c19c-481f-8f44-009b07495cb8," Actually, thank you For all of you in this video please!"," she open the mahjong case 
"
a99e045c-1ed6-4a08-af6c-2dd9dab00f2a, It's okay. I will not call because I want to get rid of my card," it's okay i will not call because i want to get rid of my cards 
"
20ba6691-c15c-43f9-8bcd-88ab7233ecde, Wonder," one nine 
"
2afd57bf-44f6-4410-baf9-63c6a3f97567," Either way, I win."," either way i win 
"
e725caee-9c94-477a-85f2-67ab02fd7184, Nice.," one ace 
"
de071a03-6dcc-4e93-aaaf-1959b0f98384, For Jaxx!," four jacks 
"
d162319f-ae9b-4812-8eb1-e1b15971466b, And there are different snakeatic priced," they're a different thing i should 
"
b4342d60-94d7-41f0-bb3b-308a85c8d005," And now, that needs..."," i know 
"
aa54b446-faec-47c0-8078-6a1c3fdd7dc6," We're kind of, I ain't never played no game like this."," what kind of i ain't never played no game like this 
"
a263b30e-5e40-4260-b09c-61346bccf803, cheers," just hit them 
"
ec9ef1da-aec1-478e-87bb-6d4115d53f01," If you have thrifties, you will fall under."," you want three fifty you want five hundred 
"
28fb907e-7649-4359-9629-06514c4fb87e, Right.," one eight 
"
d735927b-ebbb-4bdc-8502-6c518e1d7bfd, Four sixes.," four sixes 
"
f60d473e-3bc7-4fbc-a7f2-1060cc84094f, And he said threes. He said threes.," hm he said threes he said three 
"
be884c86-9461-45f8-b8eb-f2a0bec8c80e," When the crib, when the kids hit the crib, Bob dropped it like it's hot."," when the when the when the when the crib when the kids in the crib i'll drop it like its hot 
"
47948f0b-b6dd-4be4-bd43-b47dc63341c4, She's out of cards.," she's out of cards 
"
74980c28-fd2a-46fc-b703-045e273bbdb4,G Ripple," hmm 
"
2d36c9d8-6b07-4a2d-ac9b-0f1682f07f73, Four sixes.," four sixes 
"
330d98ce-a97e-4afe-b8df-d720b2ac0506," Hold on don't do anything. I just need to finish putting this one here, and I'll tell you how many sixes you raised"," um hold on don't do anything i just need to finish putting this one here and i'll tell you how many sixes did you raise 
"
8a34b2eb-8e22-4717-8c47-8e5e5eb59a37," I'm going to do the bar, and now I'm going to do the bar, and I'm going to check and see how they look side by side with thighs. Maybe we don't have to do the other side."," the bottom but if check and see how they look side-by-side width-wise maybe we don't have to do the other side 
"
2483c05f-457f-4e22-915f-0d41f9e8bba2, Fixies.," six six 
"
33b83692-96da-4c45-9daa-a7e371246d8f, This is a lie.," this isn't a nine 
"
58cf3c2b-22e4-4077-846a-24376918ddab, Looks the best we can do if all we've got.," looks the best we can do with what we've got 
"
0e754b05-2175-4073-b478-9aebe7d4021b," Alright, alright, alright, well guess what? Y'all burning out, y'all burning out say shit."," oh i fucked up alright alright alright well guess what y'all better not y'all better not say shit 
"
51e4a16d-4397-4454-8ee7-38019cc7ec1e, Anybody can chat with me.," anybody can challenge it or just the next person 
"
49c4b46d-9b3d-4737-b72b-5bad588595ec, Fuck cuz I got the other two fathers!," fuck cuz i got the other two fives 
"
dd8ffd94-695f-43c0-986b-9168bb5a66b7, Two sixes.," two sixes 
"
87619eb6-d60a-48ec-ad56-895bd771d07d, Me last time you' good caseRR too," last time 
"
58fb2d8f-d6f0-4099-a04b-b8f7cbc0744d, We're going to fix this.," two sixes 
"
36c02a40-c081-4adc-a109-b698d591ed69, I'm gonna have like many rounds of it.," we're going to play many rounds of it so 
"
fa830016-78b2-4507-94f7-abddfbb2a213, left click at us," left clicker 
"
30240226-c0a3-4990-b0f7-5b7312b8fb4e, You," one more 
"
fdc78a84-7e8f-4f1d-a88a-a12ed3826fdf, What are we waiting on?," what are we waiting on 
"
51aba2bf-b8f8-4a99-b2bb-4806a8eb4cb9, To you! Hahahaha! Oh really? Bitch Bitch! Bitch Bitch! Bitch!," to you oh really bitch pick up 
"
ab24efae-af94-452a-9e55-47579b96ea53, And as best you go first.," yes you go first 
"
e97dd99c-de45-44c7-93ad-a0f59e042b41, new suit up," why do i need plan b for he want a kid 
"
84642ee6-82d4-430b-8c03-fc0090533300, and you don't get to see what's in there. Otherwise it becomes easier and easier.," and we don't get to see what's in there otherwise it would become easy 
"
eef88922-886a-40ce-976a-7ad6279aeb0a, a diagnosis.," hmm 
"
6e95b52c-41ae-4c29-97b5-4e8adc0252f9," Oh shit, pick that up! Two minutes! I was only missing one!"," bullshit pick that up 
"
253142ee-6876-46a7-b5a6-36748b8bada0, Look at this curve.," sick ass cards 
"
e09863c2-b742-4cd2-bca9-f7248d0b81d4, Let us start now.," let us start now 
"
1802b012-9ef7-4c96-aeed-b6c7532a4889," Oh, wow, you want to see a Teresa?"," ooh you were you were you what were you saying 
"
8be62f53-f5c0-4996-982d-d5b36010e1db, Three sixes.," three sixes 
"
7352c736-0e43-4b96-b69d-d762015149cb, Of course Doug that veto!," that that tree though 
"
0d2220eb-9f72-4547-926d-b7b77fa682ec,," one two 
"
94e47e2c-9128-42a5-93d6-e6187ef28a24," Because all my cards are true, so you don't have to wait."," cause all my cards are true so you don't have to wait 
"
4d55e24a-7cc8-4b79-8557-8f860fd77f82," Okay, lighting that candle right there is so dangerous."," okay lighting that candle right there is so dangerous 
"
710f4590-8117-46ec-ae9d-d276a3a9c2cf, I just want to make sure," i just i just wanna make sure 
"
ab285b27-b8ba-4849-9e2b-6b84632d9b1d, Three more.," three more 
"
6d5da00f-5d19-4857-a637-7643cd74af29," Probably going right back over there. Oh my god, it's up for the whole"," it's probably going right back over there oh my god watch out for the hole 
"
0c5205f5-27f1-481a-aad2-00be3eb4e7e2,," uh 
"
0ee09374-a993-4edd-bc59-2a09f27bd970, Thank you. He has all the jacks. I'm upset.," thank you he has all the jacks i'm upset 
"
8748cbda-980c-4a70-ab38-63746612e705, Go ahead.," go already 
"
8cb093c7-7e58-4e64-be5a-c16a910df030," Don't I want something, myyny throw my Okay"," do i want some queens no i don't one king 
"
5d41c062-45ff-461d-b94b-5e421061117b, It's like Husties.," four king 
"
ca26c432-0e7c-4746-8429-f60076e716a4," Oh, I'm not moving. You see me moving?"," oh i'm not moving you see me moving 
"
aa9aa1bf-a8d6-404b-ba91-3da7673f8c62," That's fine, you can all have it too. That's fine. It was a tooth. Shut up."," that's fine you can all have the two that's fine it was a two shut up 
"
c878443b-0672-4018-8c08-724abc652edc, Thank you.," thank you 
"
77e97421-7c25-4177-8972-4dec4cc8a1f3, It's supposed to bolt to the underside.," it's supposed to bolt to the underside 
"
1fa87cfa-a9a5-4f65-a599-b15db6837506," Yeah, flyer, on what it's called."," yup liar that's what it's called 
"
93b8c277-9144-4126-83f2-f3519111de94, I'm gonna take my time make it look like I'm actually trying to find the right cards I'm just gonna put down a cool," i'm gonna take my time make it look like i'm actually trying to find the right cards but i'm just gonna put down a queen 
"
f29ed299-567a-42cb-88aa-1ab79edeed0e, Ten!," two ten 
"
c7787fd8-51e4-4d7c-8817-5ea194d20e0a, Ours is just usually whoever wants to.," ours is just usually whoever wants to 
"
6789cd7c-fa96-4a3e-8c65-1247c1babd0f, What?," more 
"
d8761219-1afd-458f-a532-b1ce9c12644e," Take that shit out, bro."," take that shit up bro 
"
d9acbc10-d4ee-4bc2-b831-b67e7b34bdb5, Thank you.," yes 
"
66b63813-435d-4a6b-a86e-a59e206f40e3, What's up?," one seven 
"
408ca5ac-056b-4c37-bb17-4226344e070c, What's wrong?," what time is it 
"
8b62780e-b588-4808-9ba9-eaf3cebaad5b, Three eights. One nine. I'll up you by one.," three eight one nine i'll up you by one 
"
67564aa6-1ad0-4e3b-864e-98e19aeecb2f, Thank you.," hm 
"
7ce2271a-9bf0-4f5d-ac88-0b85b4314bea, We're the second time Nala Tialsub &recorded Film," the second time that 
"
ea1915ef-e561-4d91-97f3-7077f5fd61da, Peace.," kings 
"
38f152d0-025e-4eff-9d32-be719c573cf2, Bye!," ha 
"
388ae079-5b6c-4eb3-a6e4-49caa0fe94c0," A lot of BS, yo."," a lotta bs yeah
"
39cff9f3-5721-4b62-b1c1-1a8cc234e634, I want to really want to pop bullshit on that.," i wanna really really want to call bullshit on that 
"
dfbc866a-42fa-4b30-9028-547d5d941ce7," Oh my god, oh my god, too"," risk it 
"
7debeb6a-ec6e-42b1-ab01-7d288c7dcb65, Like you're still... That's serious because that's how we catch the cheaters.," oh that's serious because you that's how that's how we catch cheaters 
"
3ed06108-327a-4131-a173-804ffeff8d90," Well, I started ours is just usually whoever wants to."," well i started who goes first yeah 
"
46e269d5-b764-4270-983a-cb0db6c3966c, Oh no.," uno 
"
2ee0d405-89f1-4f8a-84bb-3322895dad62," Thank you, Fauta."," you found them 
"
24e89abb-e4b8-48d4-8590-d40b62daa8e8," I call. Yeah, and they call O. Yeah."," i said one eight got uh 
"
6ce9dc6c-fda5-4f14-a64f-e8c3a2dc580c, Oh no.," uno 
"
17da1852-414d-4afc-8c5f-6b4d32177f7e, 안안.," one more 
"
1f670237-0bde-4fa6-a0ec-81cf7c1a6558, And the answer is yes first buke," india 
"
f0193310-0288-4f84-be6c-3e44fd014ca1,," what 
"
67ff3259-d792-4dff-b1d4-6ee4bd5ce152, He has majority of the back. I'm fine.," here's majority vivek i'm fine 
"
5e938cdc-44c1-4a68-94db-f2829453d587, Yeah.," hmm 
"
310eca6d-46e0-4057-8f7c-d3087a7ba481, Where are we going to the opponent?," never reveal to the opponents 
"
5e2b60fa-f6b9-4954-9b64-265c567cb1fa, You did no good assignment then.," even a nine 
"
0af402b3-c0a0-4da2-aa92-60a579c5826a, Bye!," one ten 
"
c8a3ee8d-d14c-4877-9a3b-d4064918a1f8, Thank you.," i'm thinking of one 
"
cb92054e-3cc6-46ca-9be6-a059fdc29adc," Damn, she got you. She got the fuck out of you"," damn she got you she got the fuck out of you 
"
d7af285d-ec68-4956-b6c0-1a3f645456ec, Yo!," yep 
"
631f8e24-0600-4bb9-9d2b-90549036e40c, one two," one two 
"
df30f030-5668-45e4-a44b-64471cfe6d73, Thanks.," decks 
"
53af4956-f849-447f-b76c-68f314454448," When you were reading it, I did not say anything about that. If it does, I will just split my deck."," and you were reading i it did not say anything about that if it does i will just split my deck 
"
38516913-ab12-4ac5-bcbe-b8c7985282ba, Made out of.," huh 
"
342f9c3d-cb41-4546-b332-48e5baf58d3b, Yes! Yours is a demon too!," yes yours isn't even a ten 
"
eb904487-925e-41a2-b886-6a01e1010451, the monster. It disappeared for a second. I was really confused. You keep doing that. I'm going to organize my cards real quick.," the monster it disappeared for a second i was really confused you keep doing that i'm gonna organize my cards real quick 
"
a099516f-e8b5-4141-9ff6-24d1abed1ef7, We call it love in India.," we call it love in india 
"
a15a20a4-15bc-41e1-aca2-a6081f9e75d0," Michelle, meow yaw meow meow meow meow meow That's the dragon"," that's the 
"
8f7a0bfb-a8fe-425a-821b-88e4fe9ddeac, HUH," ha 
"
9daabb0c-ce1f-472b-80bb-faaa57e4ebd2," Call that bullshit, I dare you!"," call that bullshit i dare you 
"
137c7527-623c-4daa-accc-d669d66070d4, you say you have your play.," no it's the same rank or higher 
"
ee14e11f-026c-407d-a3fb-92db3104b9bd," See you together, please! I wanna have a new workout already"," two more six 
"
a9aa79ca-37e5-4b40-b8ba-4097a6ee8f76," Speed, speed, club, heart, diamond, check, heart, heart,"," spade club heart diamond heart heart 
"
63391d5c-dc64-426a-82b5-7814bffa0a0f, I love his bathroom look a little backwards and both of these cute things aren't visualized.," i was about to fall backwards i was like 
"
055771a1-d1e8-4e12-9dd6-187ad4006a90, No.," no 
"
68d24b97-a6d9-4aaf-8bb9-a3c84836eadc," He brushed a tree, he gently, he did the gentle squeeze, if you will."," he brushed the tree he gently he did the gentle squeeze if you will 
"
45d9a7ac-e137-49ab-912e-0737934499c4, Bye everyone.," five oh one 
"
50dd8728-7a34-4702-a392-a7615ac57151," Three, seven."," three sevens 
"
7e324a3e-3d8d-450e-90f5-86c34b52fea5," Bullshit. Wait, you said one, two? Fuck!"," bullshit wait you said one two fuck 
"
